aic_exp,aic_hyp,aic_harm,aic_hyp2exp,bic_exp,bic_hyp,bic_harm,bic_hyp2exp,rmse_for_exp,rmse_for_hyp,rmse_for_harm,rmse_for_hyp2exp,negslope_exp_percentage,negslope_hyp_percentage,negslope_harm_percentage,negslope_hyp2exp_percentage,WELL_NUM,best_model,All_outliers
-22.893315669096193,-21.7967813459628,-21.95920545788895,-22.491790505215363,5012.169939431478,4527.5017686065175,4599.293226077876,4834.695816996151,16.964117634600516,12.896639907756269,13.43109892272111,15.343916787318996,0.9988751406074241,0.9988751406074241,0.9988751406074241,0.9988751406074241,WellNum-14922_oil,hyp,"[3.8600e+02 3.9800e+02 3.9700e+02 3.9800e+02 3.7767e+02 3.8804e+02
 3.7738e+02 3.7473e+02 3.4900e+00 1.1620e+01 1.1000e-01 1.1190e+01]"
-27.195379947186655,-27.14830865183453,-27.181932452326976,-27.195379945599267,2451.3993128511693,2444.9976166832807,2449.5704535502528,2451.3993126352852,89.65275710241312,88.60392260371492,89.35186192403394,89.65275706683472,0.9963768115942029,0.9963768115942029,0.9963768115942029,0.9963768115942029,WellNum-14922_gas,hyp,"[ 165.72  106.9   162.18   89.66  166.56 1238.67  158.43  134.84  140.29
  146.69 1180.49  121.46]"
-23.9290614142814,-23.617897634294767,-23.688745529411158,-23.69105950616746,6154.561944407886,5996.17958039469,6032.241159008933,6033.4189731778915,20.48038819888031,18.947591200494276,19.286180126475926,19.297340297344324,0.9990689013035382,0.9990689013035382,0.9990689013035382,0.9990689013035382,WellNum-14925_oil,hyp,"[2.8700e+02 3.0732e+02 3.0080e+02 2.9735e+02 2.7976e+02 2.7760e+02
 2.7634e+02 2.7656e+02 1.6000e-01 2.3200e+00 4.3800e+00 1.3000e-01]"
-25.647755493800506,-25.641836274123648,-25.646061888002446,-25.647755481226284,2255.3585296067263,2254.5475965109963,2255.126505612392,2255.358527884058,60.66547893703613,60.57577225344452,60.63979852226472,60.665478746330784,0.9964028776978417,0.9964028776978417,0.9964028776978417,0.9964028776978417,WellNum-14925_gas,hyp,"[5.74900e+01 1.26722e+03 8.67430e+02 8.42940e+02 9.02810e+02 1.00000e+00
 1.07510e+02 7.95800e+01 8.60000e-01 1.00550e+02 5.79600e+01 8.55400e+01]"
-19.850155957648838,-19.396274720444648,-19.498844506313993,-19.488797121047707,1601.583528737414,1531.9127588265712,1547.6572209575158,1546.1149473191406,13.451829453135504,12.008861148409686,12.320779815130578,12.289870745402519,0.99800796812749,0.99800796812749,0.99800796812749,0.99800796812749,WellNum-15084_oil,hyp,[249.41 251.95   1.13   0.95   0.9    2.93]
18.961671126439263,-12.05045914030615,-15.649345925067898,18.96267737298175,-93.90531668766644,45.64926951268793,61.84426004411579,-93.90984479710765,0.004800524624461547,11.178614086567425,27.48730309999085,0.004799317148518852,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,WellNum-15084_gas,hyp2exp,[1.4690e+01 1.6000e-01 9.1986e+02 5.6100e+00 3.7900e+00 2.0000e-02]
-22.42439393376175,-22.450222058031798,-22.47916960329671,-22.430683360303274,5925.590583187939,5940.377184332543,5956.949653996707,5929.1912798829635,13.256904690858606,13.342781893815507,13.439692331480089,13.277765669064763,0.9991659716430359,0.9991659716430359,0.9991659716430359,0.9991659716430359,WellNum-19552_oil,exp,"[274.54 394.94 257.   277.   278.   260.05 247.   243.43 258.   244.18
 241.92 253.   244.   301.08  -8.98]"
-32.07947302505217,-31.949293668064854,-31.996980811838625,-32.040701005953565,7783.672866192655,7735.115966036388,7752.903270664006,7769.21090306888,183.55336747926233,177.67581343379112,179.80670321643206,181.78277883681795,0.9987341772151899,0.9987341772151899,0.9987341772151899,0.9987341772151899,WellNum-19552_gas,hyp,"[1.78899e+03 1.83051e+03 1.72126e+03 1.74108e+03 1.71398e+03 1.89865e+03
 1.70655e+03 1.70123e+03 2.22200e+01 2.62000e+00 1.90300e+01 8.60000e-01
 3.00000e-02 2.07100e+01 1.15000e+00]"
-23.324303634426116,-21.629810617661214,-21.636150292894133,-22.59072239719766,7711.382608641065,6502.361841179308,6506.885199457995,7187.972395878563,14.870971628561684,9.735586131355637,9.751028479125518,12.37917704586423,0.9993183367416496,0.9993183367416496,0.9993183367416496,0.9993183367416496,WellNum-19553_oil,hyp,"[273.28 280.38 290.   274.17 277.31 275.81 278.39 286.   283.   272.
 265.   271.   267.   261.01 328.03  -6.49]"
-29.119264369781696,-29.062335446232797,-29.07105905779378,-29.093791764829565,6869.842476448049,6847.924840881723,6851.283431332699,6860.035523541478,86.19574676866851,84.97767748140093,85.16320778207384,85.64858327621455,0.9987546699875467,0.9987546699875467,0.9987546699875467,0.9987546699875467,WellNum-19553_gas,hyp,"[1743.39 1786.66 1776.36 1740.75 1808.44 1833.39 1759.33 1714.96 1701.36
 1746.83 1740.51   49.38   12.86   24.55   36.67   20.92]"
-23.974970754709577,-22.720189321910937,-22.621615488437538,-23.489227383451485,6862.70422195368,6138.067944512464,6081.141555681576,6582.187425052131,19.44937385885429,14.212466741696433,13.866502791816636,17.225296573735726,0.9992223950233281,0.9992223950233281,0.9992223950233281,0.9992223950233281,WellNum-19333_oil,harm,[357. 357. 357. 405. 432. 443. 413. 393. 388. 377. 364. 357. 346.]
-30.71086394106407,-29.908121515469446,-30.318724609234692,-30.581469513007505,10511.486239031981,10059.542253422207,10290.71179521204,10438.637176036134,106.11278956571502,86.8182605479994,96.20369321651943,102.73511471232952,0.9992,0.9992,0.9992,0.9992,WellNum-19333_gas,hyp,"[3.57800e+01 1.15167e+03 1.13277e+03 1.12528e+03 1.11714e+03 1.09311e+03
 3.11500e+01 1.37500e+01 3.25300e+01 1.22600e+01 1.00000e-01 7.71000e+00
 2.18400e+01 2.96000e+00]"
-21.233572319834394,-21.657715315434444,-21.800842257064236,-21.205120404014817,979.0644078381324,1010.2389180147361,1020.758748224526,976.9731920253937,27.47226050211554,30.545352166560793,31.6581073085548,27.277544218696928,0.9986091794158554,0.9986091794158554,0.9986091794158554,0.9986091794158554,WellNum-19761_oil,hyp2exp,[381.1  362.23 370.82 357.38 364.57 358.58 347.11]
-17.511433503354873,-19.21773114133102,-21.910541466321526,-17.511447075472415,801.3728437865786,948.9675894715152,1181.8956825831942,801.3740177747458,9.986284270629033,15.298992676349396,29.9937662778247,9.986318154442495,0.9972144846796658,0.9972144846796658,0.9972144846796658,0.9972144846796658,WellNum-19761_gas,exp,"[  74.89 1128.51 1134.09 1134.42 1139.18 1133.08 1136.44 1121.7    82.83
   79.5 ]"
-21.781556759331206,-21.675374605311724,-21.649001265984772,-21.703589246531173,4322.285833474718,4277.9016930945745,4266.877637255909,4289.695413124305,13.211331169495981,12.86524313859988,12.780697308659674,12.956310996723829,0.9989658738366081,0.9989658738366081,0.9989658738366081,0.9989658738366081,WellNum-19762_oil,harm,"[272.04 281.77 283.1  289.75 289.69 287.23 292.39 280.08 287.77 277.27
 280.08 272.62 271.65]"
-31.35325221489495,-30.545868817485186,-30.650059422935428,-31.08299997126405,10308.915133070948,9880.598240745068,9935.871356936423,10165.546317824757,128.35880217254342,104.89749498245982,107.66572478903946,119.97296473313476,0.9991638795986622,0.9991638795986622,0.9991638795986622,0.9991638795986622,WellNum-19762_gas,hyp,"[1.13824e+03 1.11869e+03 1.12258e+03 1.11477e+03 1.12596e+03 1.23590e+03
 1.20900e+01 6.00000e+00 1.90200e+01 1.00000e-01 1.50000e-01 1.00000e-02
 1.10531e+03]"
-23.213218836136267,-23.091432346296635,-23.157972418878945,-23.18808084531548,5827.6226615639225,5765.146192276191,5799.281249510917,5814.726872272858,17.057554694300762,16.54603628443843,16.82358198690288,16.950692669750797,0.9990627928772259,0.9990627928772259,0.9990627928772259,0.9990627928772259,WellNum-19766_oil,hyp,"[  3.45 344.81 349.43 345.51 344.87 351.46 351.29 346.95 341.73 344.09
   2.35   7.83   5.55   6.05]"
-27.242288224014537,-27.28500746545018,-27.24936962538213,-27.245274764284265,4998.679466746957,5011.666116143392,5000.832212762703,4999.587374988953,60.67214005467805,61.32357943723437,60.77964613219983,60.71745691753328,0.9983818770226537,0.9983818770226537,0.9983818770226537,0.9983818770226537,WellNum-19766_gas,exp,"[1.09896e+03 1.14431e+03 1.33105e+03 2.04500e+01 3.30400e+01 5.41800e+01
 5.49200e+01 5.87000e+00 2.95000e+01 2.84900e+01 1.50000e-01 4.33000e+00
 5.38800e+01]"
-22.033252068272684,-21.720015558643215,-21.761373063222745,-21.895546606545864,4606.601595353712,4469.090767626374,4487.246712136787,4546.1488976556375,13.728716311476239,12.69464933957448,12.826584984901414,13.264129409865335,0.9988636363636364,0.9988636363636364,0.9988636363636364,0.9988636363636364,WellNum-15920_oil,hyp,[344. 351. 359. 354. 372. 350. 372. 363. 356. 354. 342. 342.]
-26.214530454440656,-26.191422735724807,-26.207638411752576,-26.2145304185792,2362.968684674944,2359.7567117734416,2362.0106907413015,2362.9686796902024,69.39550227984665,68.99576508168074,69.27603603918776,69.39550165769079,0.996415770609319,0.996415770609319,0.996415770609319,0.996415770609319,WellNum-15920_gas,hyp,"[1.59720e+02 1.02950e+03 1.13027e+03 1.23600e+02 1.00000e+00 1.75540e+02
 1.35390e+02 1.40080e+02 1.78270e+02 1.28040e+02 1.25560e+02 1.65470e+02]"
-23.682837982081413,-22.970270871165585,-23.118806693577277,-23.438759345316267,5965.23229422076,5607.167320985558,5681.806571747432,5842.582779246275,19.381869849558964,16.219209437935934,16.832815136140784,18.234555104648503,0.9990176817288802,0.9990176817288802,0.9990176817288802,0.9990176817288802,WellNum-15278_oil,hyp,"[242.82 227.66 243.09 259.35 223.07 226.09 239.34 248.82 256.39 242.33
 261.9 ]"
-30.213971998318122,-30.072240481235397,-30.12611596075498,-30.17243105782753,7653.985956363494,7596.372094669368,7618.272477094078,7637.09956405407,110.29156441822924,106.45204111267462,107.8955290565976,109.15208769785407,0.9987789987789988,0.9987789987789988,0.9987789987789988,0.9987789987789988,WellNum-15278_gas,hyp,"[1.26761e+03 1.35426e+03 1.32212e+03 1.31312e+03 1.29114e+03 1.64338e+03
 2.04618e+03 3.40000e-01 7.00000e-02 2.59000e+00 7.50000e-01]"
-21.431490644410832,-20.30212214805981,-20.840279985713774,-21.201487723681563,4909.812314290303,4331.010959910403,4606.816851708061,4791.935817416552,10.93150202868598,8.242523864255887,9.429528077999048,10.320662824117763,0.999031007751938,0.999031007751938,0.999031007751938,0.999031007751938,WellNum-15279_oil,hyp,"[137.73 135.61 205.69 197.06 123.71   2.67 147.54 126.74   2.67   2.53
   2.06]"
-30.571738841313753,-30.173784740811705,-30.38617702656917,-30.489978048980184,9485.499481509025,9284.134706654992,9391.60520324827,9444.128520588243,108.10389823839574,97.86649561613828,103.20345505669513,105.9166630570148,0.9990157480314961,0.9990157480314961,0.9990157480314961,0.9990157480314961,WellNum-15279_gas,hyp,"[1.14922e+03 1.00000e-02 1.13253e+03 1.28129e+03 1.19841e+03 1.09464e+03
 1.09070e+03 1.43505e+03 1.08964e+03 6.23000e+00 1.25000e+01]"
-20.854337336799777,-19.84700924206551,-19.83361797561634,-20.337373921836083,3566.1438785485684,3194.439811591624,3189.4984342718813,3375.384378426966,11.151928269245618,8.669233670232828,8.640259193415048,9.799893988899521,0.9987163029525032,0.9987163029525032,0.9987163029525032,0.9987163029525032,WellNum-15329_oil,harm,[165.2  158.23 197.   157.6  152.2  135.88 148.   135.29   2.05]
-22.893118614844553,-22.874948065901812,-22.889014513179852,-22.891147603377984,490.4551882293461,489.9282423100067,490.3361692810698,490.39802889681556,66.22500750195483,65.92485357829133,66.15709380761758,66.19238297823878,0.9827586206896551,0.9827586206896551,0.9827586206896551,0.9827586206896551,WellNum-15329_gas,hyp,[1564.14 1614.   1584.48 1617.16   25.35   31.01   18.72   30.74   29.7 ]
-26.173920533190447,-24.7232752283712,-24.91822966273333,-25.720082055793448,10346.611282801032,9236.142301961898,9385.37992146611,9999.19792835363,29.272307584528583,20.368317080267403,21.385630357305836,26.13256704810525,0.9994196169471852,0.9994196169471852,0.9994196169471852,0.9994196169471852,WellNum-17494_oil,hyp,"[ 428.39  554.96  546.78  444.3   527.6   512.74  439.49  547.01  504.92
  467.78  414.03  397.37  466.02  392.96  420.35  424.11 -158.5  -147.01]"
-30.011757000750656,-29.129582218887663,-29.112550094925577,-29.48716859136125,12211.433766838398,11597.440118661752,11585.58576038414,11846.320233903369,80.1332464486166,64.27348191459447,64.00038527633023,70.28396840717228,0.9993865030674847,0.9993865030674847,0.9993865030674847,0.9993865030674847,WellNum-17494_gas,harm,"[1.07517e+03 1.09351e+03 1.13356e+03 1.07652e+03 1.08516e+03 1.08096e+03
 1.07115e+03 1.08118e+03 1.07606e+03 1.07092e+03 1.19676e+03 1.57259e+03
 1.38353e+03 2.40000e-01 1.00000e-01 1.00000e-01 1.00000e-01]"
-19.904709066077302,-19.947784691865564,-19.913895171964423,-19.908663348653633,30.659839021779735,30.72445246046213,30.673618180610415,30.665770445644227,137.947216407041,139.44078468973225,138.26437988899997,138.08365440380157,0.99867197875166,0.99867197875166,0.99867197875166,0.99867197875166,WellNum-17046_oil,exp,[-152.52 -112.36 -191.44  121.69 -175.12 -168.01  -84.79 -107.49 -230.99]
